CO2,Temperature,Humidity,PM1.0,PM2.5,PM4.0,PM10,eCO2,TVOC,Temp_MA_24h,Temp_MA_7d,CO2_MA_24h,CO2_MA_7d
901,20,44,12.0,22.0,25.0,34.0,453,171,24.15972222222222,24.48670756646217,702.5208333333334,708.0715746421267
422,21,66,11.0,24.0,29.0,31.0,796,424,24.125,24.479591836734695,700.7847222222222,707.4877551020409
933,29,59,11.0,24.0,25.0,25.0,1464,1,24.131944444444443,24.488798370672097,701.3958333333334,707.9470468431772
596,22,42,7.0,21.0,22.0,27.0,616,484,24.09027777777778,24.483739837398375,700.2569444444445,707.719512195122
518,21,31,8.0,24.0,23.0,26.0,1400,172,24.09027777777778,24.476673427991887,697.3125,707.3346855983773
546,27,50,11.0,24.0,23.0,29.0,863,483,24.11111111111111,24.481781376518217,697.3819444444445,707.0080971659919
753,25,63,5.0,18.0,23.0,31.0,455,262,24.09027777777778,24.482828282828283,698.6666666666666,707.10101010101
777,27,65,13.0,24.0,28.0,28.0,1180,381,24.07638888888889,24.487903225806452,700.1875,707.241935483871
836,24,52,5.0,18.0,25.0,33.0,610,7,24.07638888888889,24.48692152917505,700.3888888888889,707.5010060362173
980,27,56,12.0,22.0,29.0,32.0,535,168,24.11111111111111,24.491967871485944,701.2916666666666,708.0481927710844
573,21,56,11.0,17.0,25.0,30.0,1080,106,24.0625,24.48496993987976,701.5208333333334,707.7775551102204
592,27,36,10.0,23.0,21.0,34.0,426,163,24.04861111111111,24.49,699.9583333333334,707.546
489,25,66,14.0,16.0,28.0,25.0,985,160,24.07638888888889,24.491017964071855,696.9513888888889,707.1097804391218
952,23,64,11.0,18.0,27.0,27.0,1279,288,24.09027777777778,24.48804780876494,700.5902777777778,707.597609561753
646,29,59,10.0,17.0,27.0,26.0,455,181,24.15277777777778,24.497017892644134,702.0069444444445,707.4751491053678
689,24,58,7.0,16.0,21.0,25.0,759,352,24.15277777777778,24.496031746031747,699.8611111111111,707.438492063492
970,27,41,12.0,22.0,29.0,30.0,823,34,24.194444444444443,24.5009900990099,701.6527777777778,707.9584158415842
663,26,46,6.0,23.0,20.0,34.0,1133,57,24.20138888888889,24.50395256916996,699.3819444444445,707.8695652173913
562,27,38,14.0,22.0,29.0,32.0,939,116,24.229166666666668,24.50887573964497,697.9166666666666,707.5818540433925
532,28,61,7.0,20.0,24.0,28.0,1278,486,24.27777777777778,24.515748031496063,695.3541666666666,707.2362204724409
789,22,66,7.0,22.0,26.0,29.0,442,162,24.25,24.51080550098232,695.3055555555555,707.3968565815325
518,29,61,10.0,22.0,20.0,29.0,1211,471,24.270833333333332,24.519607843137255,695.0625,707.0254901960784
578,24,37,11.0,16.0,23.0,32.0,1460,331,24.26388888888889,24.518590998043052,693.9861111111111,706.7729941291585
988,21,37,9.0,20.0,23.0,26.0,553,332,24.243055555555557,24.51171875,696.2638888888889,707.322265625
829,22,55,7.0,21.0,24.0,32.0,1220,85,24.194444444444443,24.50682261208577,695.6041666666666,707.5594541910332
654,22,30,7.0,20.0,21.0,32.0,1211,274,24.194444444444443,24.50194552529183,696.4652777777778,707.4552529182879
752,23,33,6.0,23.0,20.0,33.0,740,323,24.180555555555557,24.499029126213593,696.4652777777778,707.5417475728156
514,29,54,5.0,23.0,24.0,34.0,1415,51,24.229166666666668,24.507751937984494,695.0555555555555,707.1666666666666
781,22,47,14.0,16.0,26.0,30.0,1093,245,24.1875,24.502901353965182,694.9305555555555,707.3094777562862
492,22,37,5.0,20.0,28.0,31.0,965,252,24.1875,24.498069498069498,693.0972222222222,706.8938223938223
727,24,55,7.0,17.0,22.0,26.0,1146,247,24.21527777777778,24.497109826589597,691.8541666666666,706.9325626204239
889,20,41,13.0,24.0,21.0,25.0,1265,22,24.208333333333332,24.48846153846154,694.1527777777778,707.2826923076923
647,25,64,8.0,20.0,22.0,25.0,1020,367,24.243055555555557,24.489443378119002,694.8680555555555,707.1669865642995
401,27,54,5.0,16.0,21.0,25.0,703,479,24.270833333333332,24.49425287356322,691.9097222222222,706.580459770115
669,20,48,13.0,23.0,20.0,27.0,608,222,24.243055555555557,24.48565965583174,691.7847222222222,706.508604206501
516,20,52,13.0,16.0,21.0,28.0,1336,279,24.194444444444443,24.477099236641223,690.5069444444445,706.1450381679389
438,26,62,6.0,22.0,26.0,26.0,961,61,24.229166666666668,24.48,687.0694444444445,705.6342857142857
613,26,68,5.0,23.0,24.0,31.0,412,472,24.22222222222222,24.482889733840302,684.7638888888889,705.458174904943
811,28,40,10.0,20.0,24.0,29.0,914,305,24.26388888888889,24.489563567362428,687.5902777777778,705.6584440227704
561,24,46,13.0,15.0,25.0,25.0,472,359,24.28472222222222,24.488636363636363,684.8819444444445,705.3844696969697
815,21,65,7.0,16.0,29.0,33.0,425,465,24.229166666666668,24.4820415879017,686.9027777777778,705.5916824196597
645,28,40,8.0,24.0,23.0,33.0,1392,277,24.256944444444443,24.48867924528302,688.1388888888889,705.4773584905661
513,20,56,10.0,20.0,26.0,31.0,1093,343,24.243055555555557,24.480225988700564,687.7986111111111,705.1148775894538
694,21,45,8.0,16.0,20.0,29.0,633,271,24.23611111111111,24.473684210526315,688.7152777777778,705.093984962406
428,28,35,13.0,19.0,22.0,30.0,1463,259,24.229166666666668,24.48030018761726,688.6180555555555,704.5741088180113
431,27,33,11.0,24.0,20.0,30.0,1400,486,24.229166666666668,24.48501872659176,688.5694444444445,704.061797752809
579,24,58,9.0,23.0,27.0,32.0,530,490,24.256944444444443,24.48411214953271,687.1875,703.8280373831776
466,23,50,11.0,17.0,27.0,32.0,882,20,24.27777777777778,24.48134328358209,686.7986111111111,703.3843283582089
400,28,63,8.0,23.0,21.0,34.0,563,346,24.29861111111111,24.487895716945996,683.2569444444445,702.8193668528864
766,24,56,11.0,18.0,24.0,28.0,1002,125,24.305555555555557,24.486988847583643,682.2847222222222,702.9368029739777
827,23,31,7.0,18.0,29.0,30.0,1166,385,24.319444444444443,24.484230055658628,683.6527777777778,703.1669758812616
764,25,36,11.0,22.0,28.0,30.0,1367,249,24.32638888888889,24.485185185185184,684.6597222222222,703.2796296296297
544,22,66,10.0,19.0,20.0,29.0,936,325,24.333333333333332,24.48059149722736,682.1805555555555,702.9852125693161
781,27,55,10.0,23.0,23.0,34.0,1056,369,24.375,24.485239852398525,682.1041666666666,703.1291512915129
624,25,53,14.0,18.0,24.0,25.0,875,50,24.368055555555557,24.486187845303867,681.6041666666666,702.9834254143647
697,27,38,9.0,18.0,26.0,34.0,1458,5,24.375,24.490808823529413,682.2986111111111,702.9724264705883
552,26,31,11.0,16.0,21.0,30.0,1160,322,24.40277777777778,24.493577981651377,679.7638888888889,702.6954128440367
677,29,67,10.0,22.0,23.0,31.0,883,380,24.444444444444443,24.501831501831504,681.6388888888889,702.6483516483516
446,22,48,6.0,20.0,23.0,32.0,413,60,24.40277777777778,24.497257769652652,678.75,702.1791590493601
691,27,66,8.0,20.0,22.0,25.0,812,37,24.395833333333332,24.501824817518248,678.4513888888889,702.1587591240876
718,29,30,8.0,22.0,24.0,33.0,1031,411,24.42361111111111,24.51001821493625,676.875,702.1876138433515
468,22,53,13.0,22.0,24.0,25.0,1039,382,24.42361111111111,24.505454545454544,673.6041666666666,701.7618181818182
718,25,59,14.0,18.0,24.0,32.0,1239,400,24.395833333333332,24.506352087114337,675.2777777777778,701.7912885662432
944,23,46,10.0,17.0,29.0,33.0,988,203,24.38888888888889,24.503623188405797,678.8472222222222,702.2300724637681
649,29,49,10.0,16.0,25.0,33.0,682,179,24.40277777777778,24.511754068716094,679.3680555555555,702.133815551537
445,28,59,11.0,17.0,28.0,34.0,1191,38,24.40277777777778,24.518050541516246,679.6180555555555,701.6696750902527
758,29,34,5.0,24.0,23.0,29.0,809,85,24.40277777777778,24.526126126126126,679.6527777777778,701.7711711711712
771,25,59,14.0,20.0,26.0,25.0,1028,2,24.430555555555557,24.526978417266186,680.6527777777778,701.8956834532374
457,22,48,12.0,23.0,25.0,28.0,598,240,24.4375,24.522441651705567,676.9375,701.4560143626571
760,29,65,10.0,23.0,23.0,31.0,1459,118,24.47222222222222,24.530465949820787,677.4652777777778,701.5609318996416
433,23,56,6.0,23.0,23.0,33.0,1428,66,24.458333333333332,24.527728085867622,674.5833333333334,701.0805008944544
902,24,32,10.0,17.0,27.0,28.0,895,27,24.48611111111111,24.526785714285715,675.1458333333334,701.4392857142857
593,21,36,11.0,17.0,20.0,29.0,657,124,24.458333333333332,24.520499108734402,673.6944444444445,701.2459893048128
707,28,54,11.0,23.0,29.0,29.0,525,300,24.506944444444443,24.526690391459073,673.5069444444445,701.2562277580071
943,26,52,13.0,19.0,27.0,29.0,1245,3,24.53472222222222,24.52930728241563,674.7847222222222,701.6856127886323
791,21,37,12.0,16.0,24.0,26.0,1266,378,24.479166666666668,24.52304964539007,674.3472222222222,701.8439716312057
651,25,34,10.0,16.0,20.0,28.0,1069,314,24.458333333333332,24.523893805309733,675.7291666666666,701.7539823008849
541,24,64,8.0,15.0,25.0,33.0,1160,417,24.42361111111111,24.52296819787986,673.9722222222222,701.469964664311
527,29,41,7.0,17.0,23.0,33.0,812,342,24.48611111111111,24.530864197530864,674.4166666666666,701.1622574955908
787,24,68,14.0,16.0,26.0,28.0,1110,35,24.479166666666668,24.529929577464788,676.0138888888889,701.3133802816901
812,24,62,14.0,22.0,27.0,27.0,1371,79,24.506944444444443,24.528998242530754,675.375,701.5079086115993
978,28,31,8.0,15.0,20.0,26.0,838,35,24.541666666666668,24.535087719298247,679.1180555555555,701.9929824561403
461,20,46,7.0,17.0,23.0,29.0,410,154,24.493055555555557,24.527145359019265,675.6111111111111,701.5709281961471
496,28,30,10.0,24.0,22.0,32.0,430,378,24.54861111111111,24.533216783216783,676.0763888888889,701.2115384615385
970,29,37,9.0,18.0,20.0,31.0,524,421,24.583333333333332,24.541012216404887,678.7638888888889,701.6806282722513
906,23,48,6.0,19.0,27.0,33.0,992,246,24.583333333333332,24.538327526132406,679.7847222222222,702.0365853658536
585,29,35,10.0,24.0,20.0,25.0,1257,214,24.618055555555557,24.54608695652174,678.6666666666666,701.8330434782608
496,20,30,13.0,18.0,27.0,26.0,507,484,24.57638888888889,24.538194444444443,676.5833333333334,701.4756944444445
908,25,31,8.0,15.0,22.0,26.0,627,186,24.569444444444443,24.538994800693242,679.1041666666666,701.8336221837088
739,24,66,10.0,15.0,20.0,28.0,738,2,24.57638888888889,24.538062283737023,680.9652777777778,701.8979238754325
676,26,61,13.0,21.0,22.0,32.0,1281,435,24.5625,24.540587219343696,680.2430555555555,701.8531951640759
904,25,69,9.0,19.0,26.0,33.0,1100,467,24.583333333333332,24.541379310344826,680.5,702.201724137931
440,26,59,6.0,18.0,20.0,29.0,422,165,24.625,24.543889845094665,679.5,701.7504302925989
910,27,46,12.0,18.0,28.0,31.0,449,423,24.666666666666668,24.54810996563574,679.1319444444445,702.1082474226804
510,23,59,13.0,16.0,23.0,27.0,653,85,24.67361111111111,24.545454545454547,675.9097222222222,701.778730703259
834,23,45,6.0,15.0,23.0,31.0,691,340,24.65972222222222,24.54280821917808,678.2152777777778,702.0051369863014
902,25,50,7.0,22.0,26.0,34.0,664,184,24.680555555555557,24.543589743589745,680.4583333333334,702.3470085470085
532,29,31,6.0,23.0,26.0,25.0,674,393,24.73611111111111,24.551194539249146,677.6111111111111,702.0563139931741
665,24,42,6.0,21.0,26.0,25.0,698,492,24.70138888888889,24.550255536626917,678.4097222222222,701.9931856899489
524,21,69,12.0,17.0,24.0,27.0,1283,440,24.645833333333332,24.54421768707483,677.4583333333334,701.6904761904761
784,29,38,10.0,23.0,22.0,34.0,664,292,24.70138888888889,24.551782682512734,676.8263888888889,701.830220713073
618,21,30,5.0,23.0,25.0,34.0,1212,311,24.666666666666668,24.545762711864406,677.6805555555555,701.6881355932203
805,25,54,9.0,24.0,24.0,25.0,748,498,24.6875,24.54653130287648,677.9861111111111,701.8629441624365
907,27,40,6.0,21.0,22.0,30.0,492,21,24.73611111111111,24.550675675675677,678.6875,702.2094594594595
474,24,59,6.0,19.0,20.0,25.0,1259,368,24.743055555555557,24.54974704890388,678.3958333333334,701.8246205733558
549,28,39,11.0,16.0,29.0,29.0,478,60,24.756944444444443,24.555555555555557,676.8958333333334,701.5673400673401
646,24,47,11.0,23.0,21.0,32.0,611,386,24.78472222222222,24.554621848739497,678.4513888888889,701.4739495798319
817,24,48,5.0,20.0,25.0,32.0,792,93,24.77777777777778,24.553691275167786,678.5555555555555,701.6677852348994
566,22,63,7.0,19.0,29.0,26.0,552,90,24.756944444444443,24.549413735343382,678.1736111111111,701.4405360134003
955,26,66,8.0,18.0,25.0,33.0,429,175,24.78472222222222,24.551839464882942,680.0486111111111,701.8645484949833
503,21,55,12.0,20.0,28.0,31.0,812,275,24.76388888888889,24.54590984974958,680.6388888888889,701.5325542570952
945,27,35,14.0,22.0,24.0,30.0,1434,2,24.77777777777778,24.55,684.0625,701.9383333333334
495,23,51,7.0,21.0,29.0,26.0,575,221,24.76388888888889,24.547420965058237,683.875,701.594009983361
825,22,61,9.0,21.0,20.0,30.0,1005,141,24.756944444444443,24.543189368770765,683.0555555555555,701.7990033222592
599,21,34,14.0,24.0,26.0,29.0,637,342,24.71527777777778,24.53731343283582,682.3194444444445,701.6285240464344
469,28,31,5.0,18.0,21.0,27.0,989,82,24.71527777777778,24.543046357615893,679.5555555555555,701.2433774834437
423,29,36,11.0,18.0,21.0,31.0,1379,69,24.73611111111111,24.550413223140495,677.0972222222222,700.7834710743801
506,20,51,14.0,17.0,23.0,26.0,1141,163,24.67361111111111,24.542904290429043,676.6319444444445,700.4620462046205
439,22,48,7.0,22.0,20.0,26.0,825,119,24.6875,24.538714991762767,674.5277777777778,700.0313014827018
431,23,33,9.0,18.0,23.0,32.0,931,340,24.6875,24.536184210526315,673.3611111111111,699.5888157894736
693,26,37,12.0,24.0,21.0,34.0,413,53,24.6875,24.538587848932675,672.5347222222222,699.5779967159277
438,22,62,8.0,24.0,23.0,30.0,900,452,24.67361111111111,24.534426229508195,671.7777777777778,699.1491803278689
584,23,39,5.0,20.0,21.0,29.0,456,68,24.645833333333332,24.53191489361702,668.9513888888889,698.9607201309329
820,24,53,10.0,24.0,24.0,26.0,1146,491,24.61111111111111,24.531045751633986,669.4791666666666,699.1584967320262
978,22,33,9.0,23.0,27.0,30.0,605,62,24.604166666666668,24.526916802610113,672.0069444444445,699.6133768352365
868,24,67,5.0,18.0,26.0,32.0,1056,473,24.569444444444443,24.526058631921824,671.625,699.8876221498372
416,25,58,7.0,23.0,24.0,33.0,1383,499,24.569444444444443,24.526829268292683,670.1458333333334,699.4260162601626
908,20,46,8.0,20.0,25.0,27.0,1021,332,24.541666666666668,24.51948051948052,670.5555555555555,699.7646103896104
965,23,63,6.0,24.0,26.0,29.0,840,303,24.5625,24.517017828200974,672.5972222222222,700.194489465154
521,22,50,12.0,15.0,20.0,34.0,913,16,24.555555555555557,24.51294498381877,669.5694444444445,699.9045307443366
643,21,68,6.0,22.0,24.0,32.0,1301,197,24.520833333333332,24.507269789983845,668.6805555555555,699.8126009693053
858,22,55,8.0,15.0,29.0,27.0,661,143,24.493055555555557,24.503225806451614,668.7569444444445,700.0677419354839
555,26,35,9.0,16.0,23.0,33.0,1355,316,24.493055555555557,24.505636070853463,669.0763888888889,699.8341384863124
980,28,45,6.0,21.0,27.0,27.0,691,417,24.520833333333332,24.511254019292604,669.8680555555555,700.2845659163987
951,28,67,12.0,21.0,20.0,26.0,1379,40,24.569444444444443,24.51685393258427,672.5277777777778,700.6869983948635
945,23,69,9.0,19.0,20.0,33.0,1420,470,24.59027777777778,24.514423076923077,674.4166666666666,701.0785256410256
477,25,36,5.0,20.0,28.0,32.0,1054,5,24.59027777777778,24.5152,673.3541666666666,700.72
461,24,41,7.0,22.0,23.0,26.0,1363,282,24.57638888888889,24.51437699680511,672.1111111111111,700.3370607028754
948,28,33,12.0,21.0,26.0,28.0,717,210,24.583333333333332,24.51993620414673,673.4652777777778,700.7320574162679
906,29,55,9.0,15.0,25.0,30.0,1435,226,24.604166666666668,24.527070063694268,676.4097222222222,701.0589171974523
837,27,51,5.0,16.0,27.0,33.0,861,257,24.618055555555557,24.53100158982512,675.9722222222222,701.275039745628
682,26,65,7.0,21.0,23.0,26.0,1173,354,24.618055555555557,24.533333333333335,677.8333333333334,701.2444444444444
883,23,57,11.0,21.0,22.0,28.0,974,120,24.625,24.530903328050712,681.0069444444445,701.5324881141046
924,22,61,14.0,19.0,28.0,34.0,474,366,24.631944444444443,24.526898734177216,682.2569444444445,701.8844936708861
681,25,48,7.0,17.0,21.0,26.0,969,178,24.666666666666668,24.527646129541864,680.7291666666666,701.8515007898894
785,27,44,9.0,17.0,23.0,27.0,1116,410,24.708333333333332,24.531545741324923,683.25,701.9826498422713
892,29,42,14.0,19.0,28.0,32.0,878,365,24.708333333333332,24.538582677165355,682.9652777777778,702.2818897637795
967,26,51,14.0,19.0,23.0,30.0,1097,411,24.73611111111111,24.540880503144653,685.5416666666666,702.6981132075472
967,23,59,10.0,18.0,25.0,33.0,1092,425,24.75,24.53846153846154,688.6597222222222,703.1130298273156
848,21,49,9.0,16.0,21.0,30.0,690,256,24.708333333333332,24.53291536050157,690.7569444444445,703.3401253918495
876,21,30,9.0,15.0,22.0,28.0,1243,117,24.680555555555557,24.52738654147105,691.6111111111111,703.6103286384977
696,29,53,14.0,21.0,26.0,27.0,667,176,24.694444444444443,24.534375,691.0486111111111,703.5984375
716,29,62,13.0,21.0,23.0,30.0,619,16,24.729166666666668,24.541341653666148,690.2152777777778,703.6177847113885
982,29,60,6.0,15.0,22.0,29.0,474,391,24.743055555555557,24.54828660436137,690.2291666666666,704.0514018691589
833,20,37,10.0,24.0,25.0,33.0,1387,205,24.73611111111111,24.541213063763607,692.0347222222222,704.2519440124416
578,21,44,12.0,23.0,23.0,26.0,520,456,24.694444444444443,24.535714285714285,691.9375,704.055900621118
618,20,50,5.0,24.0,25.0,25.0,662,434,24.65972222222222,24.528682170542634,692.8333333333334,703.922480620155
676,29,52,6.0,20.0,21.0,33.0,1368,226,24.70138888888889,24.53560371517028,690.9166666666666,703.8792569659443
708,29,54,8.0,17.0,29.0,33.0,1092,450,24.70138888888889,24.542503863987637,691.3472222222222,703.885625965997
950,29,47,14.0,24.0,21.0,29.0,450,11,24.73611111111111,24.549382716049383,693.1597222222222,704.2654320987655
849,25,65,7.0,23.0,25.0,25.0,745,372,24.72222222222222,24.550077041602464,692.3194444444445,704.4884437596302
489,20,44,13.0,19.0,29.0,29.0,1074,361,24.680555555555557,24.543076923076924,691.1111111111111,704.156923076923
976,23,64,7.0,19.0,28.0,27.0,1347,306,24.65277777777778,24.540706605222734,693.9861111111111,704.5745007680491
442,21,40,9.0,15.0,29.0,32.0,1263,127,24.604166666666668,24.53527607361963,693.3611111111111,704.1717791411043
497,26,69,13.0,17.0,23.0,29.0,1254,370,24.631944444444443,24.5375191424196,691.3333333333334,703.854517611026
401,29,36,7.0,20.0,22.0,29.0,549,330,24.631944444444443,24.54434250764526,690.5208333333334,703.3914373088685
489,26,51,14.0,22.0,22.0,30.0,579,175,24.645833333333332,24.546564885496185,689.9027777777778,703.0641221374045
438,25,52,13.0,22.0,24.0,31.0,1034,38,24.67361111111111,24.547256097560975,686.0833333333334,702.6600609756098
418,23,38,12.0,16.0,27.0,28.0,589,277,24.680555555555557,24.54490106544901,683.2291666666666,702.2267884322679
872,25,37,13.0,18.0,28.0,32.0,1167,249,24.70138888888889,24.545592705167174,684.7430555555555,702.4848024316109
892,26,52,7.0,17.0,28.0,25.0,1265,465,24.72222222222222,24.547799696509863,685.7152777777778,702.7723823975721
874,23,41,8.0,15.0,25.0,34.0,1270,443,24.680555555555557,24.545454545454547,688.2152777777778,703.0318181818182
867,29,68,8.0,18.0,25.0,29.0,969,228,24.729166666666668,24.552193645990922,688.8125,703.2798789712557
695,28,67,11.0,17.0,23.0,29.0,1338,79,24.770833333333332,24.557401812688823,690.2222222222222,703.2673716012084
527,25,38,5.0,17.0,27.0,30.0,1117,152,24.77777777777778,24.558069381598795,688.8333333333334,703.001508295626
671,28,48,8.0,17.0,26.0,33.0,921,283,24.833333333333332,24.563253012048193,687.3194444444445,702.9533132530121
693,20,53,11.0,18.0,20.0,30.0,1106,428,24.79861111111111,24.55639097744361,687.6388888888889,702.9383458646616
886,27,55,8.0,20.0,28.0,31.0,1047,122,24.79861111111111,24.56006006006006,691.0069444444445,703.2132132132132
564,21,44,14.0,16.0,25.0,26.0,1407,271,24.805555555555557,24.55472263868066,690.2777777777778,703.0044977511244
754,24,63,11.0,22.0,25.0,29.0,1416,488,24.833333333333332,24.55389221556886,691.9305555555555,703.0808383233533
527,22,48,8.0,20.0,23.0,30.0,875,398,24.805555555555557,24.550074738415546,692.5486111111111,702.8176382660688
638,23,47,7.0,18.0,28.0,28.0,814,423,24.78472222222222,24.54776119402985,692.7222222222222,702.7208955223881
432,20,34,7.0,24.0,29.0,34.0,840,132,24.729166666666668,24.540983606557376,690.0902777777778,702.3174366616989
407,23,53,7.0,18.0,29.0,31.0,674,206,24.72222222222222,24.538690476190474,689.0208333333334,701.8779761904761
512,29,51,11.0,15.0,27.0,33.0,1382,490,24.77777777777778,24.545319465081725,686.9166666666666,701.595839524517
450,20,34,9.0,21.0,24.0,32.0,825,325,24.72222222222222,24.538575667655785,685.5625,701.2225519287833
560,27,44,11.0,18.0,27.0,29.0,1486,460,24.770833333333332,24.54222222222222,685.8888888888889,701.0133333333333
401,23,65,5.0,21.0,21.0,32.0,778,65,24.78472222222222,24.53994082840237,683.8541666666666,700.5695266272189
774,23,53,9.0,24.0,23.0,33.0,608,132,24.75,24.537666174298376,686.2569444444445,700.6779911373708
579,26,61,14.0,20.0,25.0,26.0,967,303,24.743055555555557,24.539823008849556,687.2847222222222,700.4985250737464
942,28,45,7.0,16.0,28.0,29.0,1099,235,24.770833333333332,24.544918998527248,689.8055555555555,700.8541973490427
994,21,69,6.0,24.0,29.0,30.0,1089,157,24.756944444444443,24.53970588235294,693.4722222222222,701.285294117647
737,28,32,11.0,18.0,25.0,30.0,918,195,24.756944444444443,24.544787077826726,695.8125,701.337738619677
855,27,35,6.0,18.0,28.0,28.0,553,16,24.77777777777778,24.548387096774192,696.4305555555555,701.5630498533725
805,24,30,12.0,24.0,27.0,33.0,1331,363,24.78472222222222,24.547584187408493,696.2777777777778,701.714494875549
930,29,68,10.0,22.0,23.0,28.0,844,254,24.8125,24.554093567251464,697.4305555555555,702.0482456140351
572,28,68,11.0,23.0,25.0,30.0,719,52,24.854166666666668,24.55912408759124,697.625,701.858394160584
537,23,57,6.0,19.0,29.0,28.0,1118,403,24.82638888888889,24.556851311953352,695.9305555555555,701.6180758017492
788,20,53,11.0,22.0,26.0,29.0,837,113,24.791666666666668,24.550218340611355,697.0694444444445,701.7438136826784
477,24,57,11.0,23.0,25.0,31.0,1162,217,24.770833333333332,24.549418604651162,695.5416666666666,701.4171511627907
911,27,48,11.0,24.0,23.0,26.0,401,192,24.77777777777778,24.552975326560233,698.0347222222222,701.7213352685051
551,21,57,11.0,19.0,22.0,34.0,534,149,24.72222222222222,24.547826086956523,697.1597222222222,701.5028985507247
495,26,59,7.0,16.0,23.0,34.0,475,179,24.75,24.549927641099856,697.5,701.204052098408
587,23,40,10.0,20.0,29.0,32.0,520,422,24.72222222222222,24.547687861271676,696.7777777777778,701.0390173410404
464,28,69,7.0,15.0,21.0,31.0,416,57,24.71527777777778,24.552669552669553,695.0138888888889,700.6969696969697
815,28,46,7.0,18.0,26.0,30.0,871,41,24.756944444444443,24.55763688760807,697.4236111111111,700.8616714697406
484,21,56,8.0,21.0,29.0,27.0,1120,417,24.729166666666668,24.552517985611512,695.7986111111111,700.5496402877698
633,24,42,7.0,18.0,23.0,34.0,1103,54,24.73611111111111,24.551724137931036,693.6388888888889,700.4525862068965
468,22,41,14.0,15.0,27.0,28.0,996,337,24.6875,24.5480631276901,692.3819444444445,700.1190817790531
454,20,50,8.0,18.0,27.0,30.0,1386,408,24.631944444444443,24.541547277936964,692.4444444444445,699.7664756446991
425,25,57,13.0,21.0,25.0,33.0,880,470,24.604166666666668,24.542203147353362,690.1319444444445,699.37339055794
867,21,47,10.0,24.0,22.0,28.0,1453,13,24.57638888888889,24.537142857142857,690.7986111111111,699.6128571428571
811,21,38,9.0,20.0,21.0,26.0,456,233,24.569444444444443,24.5320970042796,693.2569444444445,699.7717546362339
968,23,49,10.0,16.0,27.0,34.0,775,464,24.52777777777778,24.52991452991453,694.7013888888889,700.1538461538462
732,29,69,6.0,22.0,25.0,31.0,1273,243,24.569444444444443,24.536273115220485,696.7777777777778,700.1991465149359
574,24,66,10.0,18.0,20.0,32.0,1067,235,24.569444444444443,24.535511363636363,694.5,700.0198863636364
411,24,64,13.0,19.0,23.0,33.0,506,209,24.59027777777778,24.534751773049646,693.2361111111111,699.6099290780141
536,28,65,7.0,22.0,27.0,26.0,726,15,24.59027777777778,24.539660056657222,692.0486111111111,699.3781869688386
845,20,49,14.0,15.0,21.0,34.0,1387,462,24.54861111111111,24.53323903818953,691.3680555555555,699.5841584158416
551,23,31,14.0,18.0,20.0,32.0,1097,444,24.5625,24.531073446327685,689.7013888888889,699.3742937853108
744,20,35,10.0,20.0,28.0,28.0,1037,146,24.52777777777778,24.524682651622,690.3472222222222,699.4372355430183
617,24,51,11.0,21.0,21.0,32.0,955,12,24.52777777777778,24.52394366197183,690.875,699.3211267605634
866,23,66,9.0,21.0,27.0,34.0,1026,40,24.48611111111111,24.521800281293952,693.2291666666666,699.5555555555555
610,26,41,5.0,22.0,27.0,29.0,1055,43,24.5,24.52387640449438,692.0,699.4297752808989
405,21,43,13.0,19.0,26.0,26.0,837,291,24.479166666666668,24.518934081346423,689.1736111111111,699.0168302945301
933,24,45,10.0,22.0,20.0,26.0,589,58,24.45138888888889,24.518207282913167,688.8611111111111,699.344537815126
517,28,54,10.0,17.0,25.0,33.0,1119,404,24.506944444444443,24.523076923076925,689.25,699.0895104895105
985,28,39,10.0,15.0,25.0,27.0,1103,196,24.506944444444443,24.527932960893853,692.6458333333334,699.4888268156425
551,26,57,6.0,16.0,26.0,25.0,878,336,24.48611111111111,24.529986052998606,689.7361111111111,699.281729428173
957,25,33,5.0,21.0,25.0,33.0,797,291,24.5,24.530640668523677,690.0902777777778,699.6406685236769
879,29,36,5.0,20.0,23.0,30.0,548,361,24.5,24.536856745479835,692.1319444444445,699.8901251738525
781,25,66,5.0,24.0,23.0,30.0,1018,332,24.53472222222222,24.5375,694.1111111111111,700.0027777777777
964,26,43,5.0,19.0,28.0,28.0,1322,200,24.541666666666668,24.539528432732315,694.5,700.3689320388349
767,25,61,5.0,23.0,23.0,25.0,916,105,24.54861111111111,24.54016620498615,694.6944444444445,700.4612188365651
845,21,39,12.0,22.0,29.0,26.0,1346,385,24.51388888888889,24.53526970954357,695.8680555555555,700.6611341632089
728,28,68,11.0,23.0,23.0,32.0,1436,350,24.53472222222222,24.540055248618785,694.6458333333334,700.6988950276243
678,22,33,8.0,21.0,23.0,29.0,681,105,24.506944444444443,24.53655172413793,696.2986111111111,700.6675862068965
402,29,33,10.0,16.0,26.0,29.0,843,292,24.520833333333332,24.542699724517906,692.7708333333334,700.2561983471074
614,21,61,9.0,19.0,24.0,29.0,1430,10,24.506944444444443,24.537826685006877,693.4930555555555,700.1375515818432
657,26,49,8.0,23.0,22.0,29.0,1040,483,24.52777777777778,24.539835164835164,692.2638888888889,700.0782967032967
472,23,30,9.0,20.0,25.0,30.0,411,497,24.51388888888889,24.53772290809328,689.2777777777778,699.7654320987655
707,26,42,10.0,16.0,21.0,31.0,1122,105,24.493055555555557,24.53972602739726,690.4930555555555,699.7753424657534
